Word,Count
fyp.generalbusinessgame:layout_constraintBaseline_creator,4
fyp.generalbusinessgame.R.attr#layout_constraintGuide_begin},4
fyp.generalbusinessgame:layout_constraintBottom_toBottomOf}</code></td><td></td></tr>,4
AndroidManifest.xml,4
fyp.generalbusinessgame.R.attr#contentInsetStartWithNavigation},4
fyp.generalbusinessgame.R.attr#logo},4
fyp.generalbusinessgame.R.attr#layout_constraintTop_toBottomOf},4
fyp.generalbusinessgame.R.attr#contentInsetLeft},4
fyp.generalbusinessgame.R.attr#fontFamily},4
fyp.generalbusinessgame.R.attr#layout_constraintHeight_default},4
fyp.generalbusinessgame:contentInsetStart,4
fyp.generalbusinessgame.R.attr#layout_constraintTop_toTopOf},4
fyp.generalbusinessgame:contentInsetEndWithActions,4
fyp.generalbusinessgame:layout_constraintEnd_toStartOf,4
fyp.generalbusinessgame:contentInsetLeft,4
fyp.generalbusinessgame:itemTextColor}</code></td><td></td></tr>,4
ViewPager,4
>Communicating,4
fyp.generalbusinessgame:layout_constraintBottom_toTopOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintWidth_min,4
into,4
#ButtonBarLayout},3
memory,3
android:headerBackground}</code></td><td></td></tr>,3
EditText/List/Dialog/Ringtone,3
android.R.attr#imeOptions},3
android.R.attr#rotationX},3
android:layout_marginStart,3
android:layout_marginBottom}</code></td><td></td></tr>,3
android.R.attr#checkable},3
inlfate,3
android.R.attr#textStyle},3
android.R.attr#layout_marginTop},3
<tr><td>textAutoCorrect</td><td>8001</td><td></td></tr>,3
android.R.attr#fitsSystemWindows},3
SnackbarLayout,3
before,3
choose,3
<tr><td>gone</td><td>2</td><td></td></tr>,3
create,3
e.g,3
android:drawableLeft,3
android:popupAnimationStyle}</code></td><td></td></tr>,3
ViewStubCompat,3
android:entries,3
factory,3
android.R.attr#shadowDy},3
android:checked}</code></td><td></td></tr>,3
LinearLayoutCompat,3
<tr><td>flagForceAscii</td><td>80000000</td><td></td></tr>,3
android:typeface}</code></td><td></td></tr>,3
android.R.attr#transformPivotY},3
<tr><td>textCapCharacters</td><td>1001</td><td></td></tr>,3
android.R.attr#numericShortcut},3
android:transformPivotY}</code></td><td></td></tr>,3
AppCompatTheme,3
android:scaleY,3
<tr><td>textEmailAddress</td><td>21</td><td></td></tr>,3
android:itemTextAppearance,3
Drawable[],3
jarring,3
android:drawableEnd}</code></td><td></td></tr>,3
fyp.generalbusinessgame.test:title,3
android.R.attr#inputType},3
checked,3
android:text,3
android:baselineAlignedChildIndex,3
View,3
ConstraintLayout_Layout,3
public,3
android:button,3
AppCompatTextHelper,3
LinearLayoutCompat_Layout,3
<tr><td>invisible</td><td>1</td><td></td></tr>,3
android:rotationX}</code></td><td></td></tr>,3
android.R.attr#touchscreenBlocksFocus},3
#ActionMenuItemView},3
ARG_ITEM_NUMBER,3
android:checkable,3
android.R.attr#rotationY},3
numbers,3
state,3
android.R.attr#textSize},3
android:layout_marginBottom,3
#FloatingActionButton_Behavior_Layout},3
android.R.attr#transformPivotX},3
android.R.attr#drawableLeft},3
android:horizontalDivider,3
android:imeOptions}</code></td><td></td></tr>,3
android:onClick,3
<tr><td>numberPassword</td><td>12</td><td></td></tr>,3
android:theme}</code></td><td></td></tr>,3
#LinearConstraintLayout},3
<tr><td>italic</td><td>2</td><td></td></tr>,3
!=,3
android.R.attr#translationY},3
<tr><td>textPhonetic</td><td>c1</td><td></td></tr>,3
android:textOn}</code></td><td></td></tr>,3
android:dropDownVerticalOffset,3
android:shadowDx,3
ActivityChooserView,3
<tr><td>textPostalAddress</td><td>71</td><td></td></tr>,3
<tr><td>textFilter</td><td>b1</td><td></td></tr>,3
android:checkableBehavior}</code></td><td></td></tr>,3
android.R.attr#layout_marginLeft},3
android:elevation,3
android.R.attr#text},3
do,3
been,3
NavigationView,3
android.R.attr#checked},3
AppBarLayout_Layout,3
BottomSheetBehavior_Layout,3
android:drawableBottom,3
each,3
<tr><td>textMultiLine</td><td>20001</td><td></td></tr>,3
android.R.attr#foregroundGravity},3
<tr><td>datetime</td><td>4</td><td></td></tr>,3
android:hint,3
BottomNavigationView,3
mGamePictures;,3
PopupWindow,3
android:dropDownHorizontalOffset}</code></td><td></td></tr>,3
mGameNames;,3
android:foreground,3
TabLayout,3
card,3
TextAppearance,3
android:layout_weight}</code></td><td></td></tr>,3
<tr><td>textEmailSubject</td><td>31</td><td></td></tr>,3
android.R.attr#drawableRight},3
If,3
<tr><td>textWebEditText</td><td>a1</td><td></td></tr>,3
android:layout_marginEnd,3
android:shadowRadius,3
Click,3
CoordinatorLayout_Layout,3
android:layout_marginRight,3
android:color}</code></td><td></td></tr>,3
MenuItem,3
android.R.attr#hint},3
android:title,3
FontFamily,3
android:shadowColor}</code></td><td></td></tr>,3
android.R.attr#keyboardNavigationCluster},3
hook,3
android:text}</code></td><td></td></tr>,3
Automatically,3
<tr><td>actionUnspecified</td><td>0</td><td></td></tr>,3
<tr><td>flagNavigatePrevious</td><td>4000000</td><td></td></tr>,3
android:numericShortcut,3
fyp.generalbusinessgame.test:popupTheme}</code></td><td></td></tr>,3
<tr><td>textPersonName</td><td>61</td><td></td></tr>,3
(gamePeriodModel.status),3
ScrollingViewBehavior_Layout,3
<tr><td>textAutoComplete</td><td>10001</td><td></td></tr>,3
android:touchscreenBlocksFocus,3
at,3
ListPopupWindow,3
android:foregroundGravity}</code></td><td></td></tr>,3
android:imeOptions,3
<tr><td>visible</td><td>0</td><td></td></tr>,3
android.R.attr#scaleY},3
ColorStateListItem,3
switch,3
<tr><td>textWebPassword</td><td>e1</td><td></td></tr>,3
android.R.attr#dropDownHorizontalOffset},3
<tr><td>textVisiblePassword</td><td>91</td><td></td></tr>,3
thread,3
\preferences,\,3
android:color,3
android:translationY,3
ActionMode,3
android:dropDownWidth}</code></td><td></td></tr>,3
android:dropDownVerticalOffset}</code></td><td></td></tr>,3
recycler,3
android.R.attr#src},3
android:baselineAligned,3
android:weightSum}</code></td><td></td></tr>,3
android:shadowDx}</code></td><td></td></tr>,3
updates,3
android:translationX,3
ScrimInsetsFrameLayout,3
android:alphabeticShortcut,3
android.R.attr#visibility},3
android:theme,3
<tr><td>afterDescendants</td><td>1</td><td></td></tr>,3
android:rotationX,3
android.R.attr#layout_marginStart},3
android:baselineAligned}</code></td><td></td></tr>,3
FloatingActionButton,3
android.R.attr#layout_marginRight},3
Snackbar,3
PopupWindowBackgroundState,3
android.R.attr#layout_marginEnd},3
android.R.attr#descendantFocusability},3
icon,3
DrawerArrowToggle,3
<tr><td>textUri</td><td>11</td><td></td></tr>,3
android:itemIconDisabledAlpha,3
android:fontFamily}</code></td><td></td></tr>,3
RecycleListView,3
CollapsingToolbarLayout,3
click,3
ButtonBarLayout,3
SwitchCompat,3
only,3
CoordinatorLayout,3
android:drawableBottom}</code></td><td></td></tr>,3
android.R.attr#textOff},3
Arcstone,3
android:dropDownWidth,3
android.R.attr#horizontalDivider},3
android:checked,3
fyp.generalbusinessgame.test.R.attr#popupTheme},3
ForegroundLinearLayout,3
FloatingActionButton_Behavior_Layout,3
Bind,3
LinearConstraintLayout,3
android.R.attr#titleCondensed},3
android.R.attr#windowIsFloating},3
android:textStyle}</code></td><td></td></tr>,3
android:drawableLeft}</code></td><td></td></tr>,3
CardView,3
android:drawableStart,3
android:shadowColor,3
android:scaleY}</code></td><td></td></tr>,3
<tr><td>actionNone</td><td>1</td><td></td></tr>,3
match,3
android:visibility}</code></td><td></td></tr>,3
MenuView,3
<tr><td>textNoSuggestions</td><td>80001</td><td></td></tr>,3
android:layout_marginTop}</code></td><td></td></tr>,3
Setting,3
android.R.attr#textColor},3
android:headerBackground,3
<tr><td>textPassword</td><td>81</td><td></td></tr>,3
ActionBar,3
android.R.attr#theme},3
android.R.attr#dropDownWidth},3
android:keyboardNavigationCluster,3
android:verticalDivider}</code></td><td></td></tr>,3
android.R.attr#dropDownVerticalOffset},3
android:prompt}</code></td><td></td></tr>,3
android:transformPivotX}</code></td><td></td></tr>,3
android.R.attr#headerBackground},3
event,3
<tr><td>monospace</td><td>3</td><td></td></tr>,3
android.R.attr#weightSum},3
android:textOff}</code></td><td></td></tr>,3
TextInputLayout,3
android:drawableStart}</code></td><td></td></tr>,3
android.R.attr#maxHeight},3
android:shadowRadius}</code></td><td></td></tr>,3
android:src,3
<tr><td>serif</td><td>2</td><td></td></tr>,3
android:translationZ}</code></td><td></td></tr>,3
android:keyboardNavigationCluster}</code></td><td></td></tr>,3
android.R.attr#popupAnimationStyle},3
needs,3
ActionMenuItemView,3
android:inflatedId,3
away,3
android.R.attr#drawableEnd},3
ActionBarLayout,3
<tr><td>textCapSentences</td><td>4001</td><td></td></tr>,3
TabItem,3
<tr><td>time</td><td>24</td><td></td></tr>,3
android:drawableTop}</code></td><td></td></tr>,3
<tr><td>flagNoAccessoryAction</td><td>20000000</td><td></td></tr>,3
AppBarLayoutStates,3
<tr><td>bold</td><td>1</td><td></td></tr>,3
android.R.attr#verticalDivider},3
android:textOff,3
prevent,3
android:dropDownHorizontalOffset,3
android:drawableEnd,3
<tr><td>date</td><td>14</td><td></td></tr>,3
<tr><td>single</td><td>2</td><td></td></tr>,3
android:transformPivotY,3
2:,3
android:layout_marginLeft,3
#ScrollingViewBehavior_Layout},3
<tr><td>flagNoFullscreen</td><td>2000000</td><td></td></tr>,3
<tr><td>actionSend</td><td>4</td><td></td></tr>,3
android.R.attr#title},3
android:textColorLink}</code></td><td></td></tr>,3
<tr><td>textLongMessage</td><td>51</td><td></td></tr>,3
android:inflatedId}</code></td><td></td></tr>,3
<tr><td>blocksDescendants</td><td>2</td><td></td></tr>,3
android.R.attr#onClick},3
android:textColor}</code></td><td></td></tr>,3
Create,3
android.R.attr#baselineAligned},3
AlertDialog,3
android:src}</code></td><td></td></tr>,3
android.R.attr#itemBackground},3
mGameDescs;,3
Required,3
android.R.attr#entries},3
android:numericShortcut}</code></td><td></td></tr>,3
login,3
<tr><td>actionPrevious</td><td>7</td><td></td></tr>,3
<tr><td>sans</td><td>1</td><td></td></tr>,3
DesignTheme,3
android:textStyle,3
android:onClick}</code></td><td></td></tr>,3
showing,3
CompoundButton,3
<tr><td>numberSigned</td><td>1002</td><td></td></tr>,3
calls,3
android.R.attr#translationX},3
android:typeface,3
ConstraintSet,3
\arguments,\,3
An,3
android.R.attr#shadowRadius},3
android.R.attr#prompt},3
<tr><td>textWebEmailAddress</td><td>d1</td><td></td></tr>,3
android:scaleX,3
android.R.attr#drawableBottom},3
android:touchscreenBlocksFocus}</code></td><td></td></tr>,3
android:popupAnimationStyle,3
<tr><td>all</td><td>1</td><td></td></tr>,3
two-pane,3
trigger,3
Customize,3
android:drawableTop,3
android:layout_marginTop,3
android:itemBackground}</code></td><td></td></tr>,3
android:foreground}</code></td><td></td></tr>,3
0:,3
android:foregroundGravity,3
android:maxHeight,3
AppCompatTextView,3
android.R.attr#typeface},3
going,3
android:titleCondensed,3
AppCompatSeekBar,3
<tr><td>actionNext</td><td>5</td><td></td></tr>,3
android.R.attr#itemIconDisabledAlpha},3
fyp.generalbusinessgame.test.R.attr#title},3
android:translationZ,3
scheduled,3
android:layout_marginRight}</code></td><td></td></tr>,3
MenuGroup,3
android:visibility,3
<tr><td>actionSearch</td><td>3</td><td></td></tr>,3
android:itemIconDisabledAlpha}</code></td><td></td></tr>,3
android.R.attr#layout_marginBottom},3
android:layout_weight,3
AppBarLayout,3
android.R.attr#translationZ},3
<tr><td>actionDone</td><td>6</td><td></td></tr>,3
Spinner,3
android:textOn,3
call,3
android:fitsSystemWindows,3
android.R.attr#itemTextAppearance},3
android:horizontalDivider}</code></td><td></td></tr>,3
android.R.attr#button},3
Card,3
android:scaleX}</code></td><td></td></tr>,3
<tr><td>phone</td><td>3</td><td></td></tr>,3
android:itemBackground,3
android:maxHeight}</code></td><td></td></tr>,3
android:shadowDy}</code></td><td></td></tr>,3
CollapsingToolbarLayout_Layout,3
<tr><td>number</td><td>2</td><td></td></tr>,3
#ActionBarLayout},3
exception,3
android:alphabeticShortcut}</code></td><td></td></tr>,3
<tr><td>beforeDescendants</td><td>0</td><td></td></tr>,3
fyp.generalbusinessgame.test:title}</code></td><td></td></tr>,3
android:descendantFocusability,3
Closing,3
android:baselineAlignedChildIndex}</code></td><td></td></tr>,3
android.R.attr#alphabeticShortcut},3
android:rotationY,3
FontFamilyFont,3
aapt,3
android:windowIsFloating,3
android:drawableRight}</code></td><td></td></tr>,3
Adapter,3
\params.put("\Content-Type"\,"\application/x-www-form-urlencoded"\);\,3
android:verticalDivider,3
android:translationY}</code></td><td></td></tr>,3
android:descendantFocusability}</code></td><td></td></tr>,3
android:button}</code></td><td></td></tr>,3
ViewBackgroundHelper,3
android:layout_marginStart}</code></td><td></td></tr>,3
#PopupWindowBackgroundState},3
android.R.attr#elevation},3
android.R.attr#baselineAlignedChildIndex},3
android.R.attr#fontFamily},3
android:hint}</code></td><td></td></tr>,3
<tr><td>textImeMultiLine</td><td>40001</td><td></td></tr>,3
android:titleCondensed}</code></td><td></td></tr>,3
#ScrimInsetsFrameLayout},3
AppCompatImageView,3
android:translationX}</code></td><td></td></tr>,3
android:layout_marginLeft}</code></td><td></td></tr>,3
android:drawableRight,3
android:windowIsFloating}</code></td><td></td></tr>,3
android:textColorLink,3
tool,3
android.R.attr#textColorLink},3
android.R.attr#layout_weight},3
android:itemTextAppearance}</code></td><td></td></tr>,3
android:layout_marginEnd}</code></td><td></td></tr>,3
android:inputType,3
android.R.attr#shadowColor},3
Show,3
android:textSize,3
while,3
android.R.attr#drawableStart},3
<tr><td>flagNavigateNext</td><td>8000000</td><td></td></tr>,3
<tr><td>flagNoPersonalizedLearning</td><td>1000000</td><td></td></tr>,3
android.R.attr#color},3
android:transformPivotX,3
android:fitsSystemWindows}</code></td><td></td></tr>,3
android:checkable}</code></td><td></td></tr>,3
android.R.attr#shadowDx},3
Trigger,3
network,3
android:textColor,3
preference,3
<tr><td>numberDecimal</td><td>2002</td><td></td></tr>,3
\method,\,3
<tr><td>text</td><td>1</td><td></td></tr>,3
BottomNavigationBar,3
android.R.attr#drawableTop},3
\change,\,3
<tr><td>actionGo</td><td>2</td><td></td></tr>,3
android:weightSum,3
<tr><td>textCapWords</td><td>2001</td><td></td></tr>,3
<tr><td>flagNoExtractUi</td><td>10000000</td><td></td></tr>,3
android.R.attr#scaleX},3
1:,3
android:title}</code></td><td></td></tr>,3
android.R.attr#foreground},3
android.R.attr#textOn},3
android.R.attr#inflatedId},3
android:inputType}</code></td><td></td></tr>,3
<tr><td>textShortMessage</td><td>41</td><td></td></tr>,3
android:prompt,3
android:textSize}</code></td><td></td></tr>,3
android:entries}</code></td><td></td></tr>,3
per,3
<tr><td>flagNoEnterAction</td><td>40000000</td><td></td></tr>,3
android:rotationY}</code></td><td></td></tr>,3
fyp.generalbusinessgame.test:popupTheme,3
Design,3
android.R.attr#checkableBehavior},3
android:fontFamily,3
SearchView,3
android:checkableBehavior,3
android:elevation}</code></td><td></td></tr>,3
\parameters,\,3
android:shadowDy,3
fyp.generalbusinessgame:splitTrack}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test.R.attr#layout_constraintHorizontal_chainStyle},2
fyp.generalbusinessgame:behavior_autoHide}</code></td><td></td></tr>,2
fyp.generalbusinessgame:cardMaxElevation,2
fyp.generalbusinessgame.R.attr#metaButtonBarStyle},2
Some,2
fyp.generalbusinessgame.R.attr#actionBarTabBarStyle},2
fyp.generalbusinessgame.test:layout_constraintLeft_toRightOf}</code></td><td></td></tr>,2
fyp.generalbusinessgame:icon,2
fyp.generalbusinessgame:allowStacking,2
fyp.generalbusinessgame:titleTextColor,2
fyp.generalbusinessgame.test.R.attr#layout_constraintGuide_begin},2
1,2
fyp.generalbusinessgame:actionButtonStyle,2
fyp.generalbusinessgame:counterMaxLength,2
fyp.generalbusinessgame.test:layout_constraintStart_toEndOf}</code></td><td></td></tr>,2
extra-large,2
fyp.generalbusinessgame.R.attr#behavior_overlapTop},2
fyp.generalbusinessgame:actionModePasteDrawable,2
fyp.generalbusinessgame:actionModeSelectAllDrawable}</code></td><td></td></tr>,2
fyp.generalbusinessgame:titleMargin,2
fyp.generalbusinessgame:tint,2
fyp.generalbusinessgame:passwordToggleContentDescription}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:subtitleTextStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:subtitleTextStyle,2
fyp.generalbusinessgame:selectableItemBackground}</code></td><td></td></tr>,2
fyp.generalbusinessgame:cardUseCompatPadding,2
fyp.generalbusinessgame:layout_insetEdge,2
fyp.generalbusinessgame:showDividers,2
fyp.generalbusinessgame:buttonGravity}</code></td><td></td></tr>,2
Replace,2
fyp.generalbusinessgame:textColorSearchUrl}</code></td><td></td></tr>,2
fyp.generalbusinessgame:actionBarTheme,2
fyp.generalbusinessgame.R.attr#expanded},2
fyp.generalbusinessgame:logoDescription}</code></td><td></td></tr>,2
fyp.generalbusinessgame:expandedTitleMarginStart}</code></td><td></td></tr>,2
fyp.generalbusinessgame:iconTintMode}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#tabBackground},2
fyp.generalbusinessgame.R.attr#statusBarScrim},2
fyp.generalbusinessgame:fontProviderAuthority,2
manually,2
fyp.generalbusinessgame:iconTint}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#cardPreventCornerOverlap},2
fyp.generalbusinessgame.test.R.attr#fontFamily},2
fyp.generalbusinessgame:bnbBackgroundColor}</code></td><td></td></tr>,2
first,2
fyp.generalbusinessgame:autoCompleteTextViewStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#actionModeCloseButtonStyle},2
fyp.generalbusinessgame:checkboxStyle,2
fyp.generalbusinessgame:tabMaxWidth}</code></td><td></td></tr>,2
fyp.generalbusinessgame:passwordToggleTint}</code></td><td></td></tr>,2
fyp.generalbusinessgame:textAppearanceLargePopupMenu,2
fyp.generalbusinessgame:buttonTint}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#dividerPadding},2
called,2
fyp.generalbusinessgame.R.attr#colorControlNormal},2
fyp.generalbusinessgame:actionDropDownStyle,2
fyp.generalbusinessgame:indeterminateProgressStyle,2
fyp.generalbusinessgame:spinnerDropDownItemStyle,2
fyp.generalbusinessgame.test.R.attr#layout_constraintRight_toLeftOf},2
fyp.generalbusinessgame.test:layout_constraintHorizontal_weight}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:layout_goneMarginBottom,2
fyp.generalbusinessgame.R.attr#useCompatPadding},2
fyp.generalbusinessgame.test:layout_constraintDimensionRatio}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:backgroundTint}</code></td><td></td></tr>,2
fyp.generalbusinessgame:buttonStyleSmall}</code></td><td></td></tr>,2
fyp.generalbusinessgame:errorEnabled,2
fyp.generalbusinessgame:behavior_peekHeight}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#icon},2
fyp.generalbusinessgame:cardElevation}</code></td><td></td></tr>,2
fyp.generalbusinessgame:textAppearanceListItemSecondary}</code></td><td></td></tr>,2
fyp.generalbusinessgame:contentDescription,2
fyp.generalbusinessgame:font,2
fyp.generalbusinessgame:navigationContentDescription,2
fyp.generalbusinessgame.R.attr#layout_collapseParallaxMultiplier},2
fyp.generalbusinessgame:popupMenuStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test.R.attr#subtitleTextStyle},2
fyp.generalbusinessgame.R.attr#itemPadding},2
fyp.generalbusinessgame:tintMode}</code></td><td></td></tr>,2
fyp.generalbusinessgame:behavior_autoHide,2
fyp.generalbusinessgame.R.attr#ratingBarStyleSmall},2
fyp.generalbusinessgame:expandedTitleMarginTop}</code></td><td></td></tr>,2
fyp.generalbusinessgame:textAppearanceListItemSmall}</code></td><td></td></tr>,2
fyp.generalbusinessgame:actionModePopupWindowStyle,2
fyp.generalbusinessgame:textAppearanceSmallPopupMenu}</code></td><td></td></tr>,2
fyp.generalbusinessgame:switchStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame:fontProviderFetchTimeout,2
fyp.generalbusinessgame.R.attr#switchTextAppearance},2
fyp.generalbusinessgame:listPreferredItemPaddingLeft,2
#AUTO_HIDE_DELAY_MILLIS},2
fyp.generalbusinessgame.test:backgroundTintMode}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test.R.attr#layout_constraintTop_toBottomOf},2
fyp.generalbusinessgame:panelBackground}</code></td><td></td></tr>,2
fyp.generalbusinessgame:buttonStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:backgroundSplit,2
fyp.generalbusinessgame.R.attr#autoSizeTextType},2
fyp.generalbusinessgame:titleMarginTop,2
fyp.generalbusinessgame:editTextBackground}</code></td><td></td></tr>,2
fyp.generalbusinessgame:scrimAnimationDuration,2
fyp.generalbusinessgame:backgroundStacked,2
fyp.generalbusinessgame.R.attr#maxActionInlineWidth},2
fyp.generalbusinessgame:showText,2
fyp.generalbusinessgame:colorButtonNormal}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#expandActivityOverflowButtonDrawable},2
fyp.generalbusinessgame.test:layout_constraintRight_toRightOf}</code></td><td></td></tr>,2
fyp.generalbusinessgame:actionDropDownStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame:passwordToggleTintMode}</code></td><td></td></tr>,2
fyp.generalbusinessgame:alertDialogStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame:actionBarDivider,2
fyp.generalbusinessgame.R.attr#theme},2
fyp.generalbusinessgame:actionModeWebSearchDrawable,2
fyp.generalbusinessgame:autoSizePresetSizes,2
fyp.generalbusinessgame:autoSizeMinTextSize}</code></td><td></td></tr>,2
fyp.generalbusinessgame:spanCount,2
fyp.generalbusinessgame:colorControlNormal,2
fyp.generalbusinessgame:actionModeSelectAllDrawable,2
operation,2
fyp.generalbusinessgame.R.attr#fontProviderFetchStrategy},2
app,2
fyp.generalbusinessgame.R.attr#initialActivityCount},2
wait,2
fyp.generalbusinessgame.test:layout_constraintEnd_toStartOf,2
fyp.generalbusinessgame:closeItemLayout}</code></td><td></td></tr>,2
set,2
fyp.generalbusinessgame.test.R.attr#layout_constraintVertical_bias},2
fyp.generalbusinessgame.test:layout_constraintBottom_toTopOf}</code></td><td></td></tr>,2
19,2
small,2
fyp.generalbusinessgame.R.attr#state_collapsible},2
fyp.generalbusinessgame:multiChoiceItemLayout,2
fyp.generalbusinessgame.test:layout_editor_absoluteY}</code></td><td></td></tr>,2
fyp.generalbusinessgame:spinBars,2
fyp.generalbusinessgame.test:layout_constraintVertical_weight}</code></td><td></td></tr>,2
fyp.generalbusinessgame:maxActionInlineWidth,2
fyp.generalbusinessgame:cardBackgroundColor}</code></td><td></td></tr>,2
fyp.generalbusinessgame:alpha}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#searchIcon},2
fyp.generalbusinessgame.R.attr#contentPadding},2
fyp.generalbusinessgame:tickMarkTintMode,2
fyp.generalbusinessgame.test.R.attr#background},2
fyp.generalbusinessgame:switchPadding}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#passwordToggleEnabled},2
fyp.generalbusinessgame.R.attr#passwordToggleContentDescription},2
fyp.generalbusinessgame:suggestionRowLayout}</code></td><td></td></tr>,2
fyp.generalbusinessgame:windowNoTitle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test.R.attr#layout_editor_absoluteY},2
fyp.generalbusinessgame:itemPadding,2
fyp.generalbusinessgame:panelMenuListWidth,2
hint,2
fyp.generalbusinessgame.R.attr#bnbAnimationDuration},2
fyp.generalbusinessgame.R.attr#imageButtonStyle},2
fyp.generalbusinessgame:cardCornerRadius}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#font},2
documentation</a>,2
Activities,2
fyp.generalbusinessgame:tabTextColor}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:height}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#cardMaxElevation},2
fyp.generalbusinessgame:colorControlActivated}</code></td><td></td></tr>,2
(the,2
fyp.generalbusinessgame:dividerHorizontal}</code></td><td></td></tr>,2
fyp.generalbusinessgame:contentPaddingRight,2
fyp.generalbusinessgame.test:layout_constraintWidth_default}</code></td><td></td></tr>,2
rnd_information_layout.setVisibility(View.VISIBLE);,2
fyp.generalbusinessgame:actionBarDivider}</code></td><td></td></tr>,2
fyp.generalbusinessgame:barLength,2
fyp.generalbusinessgame.test:layout_constraintBaseline_toBaselineOf}</code></td><td></td></tr>,2
fyp.generalbusinessgame:passwordToggleContentDescription,2
fyp.generalbusinessgame:color,2
fyp.generalbusinessgame:autoSizeMaxTextSize,2
fyp.generalbusinessgame:tickMark}</code></td><td></td></tr>,2
//,2
fyp.generalbusinessgame:titleMarginBottom,2
fyp.generalbusinessgame.R.attr#iconTint},2
fyp.generalbusinessgame.R.attr#counterMaxLength},2
fyp.generalbusinessgame.R.attr#listPreferredItemHeight},2
fyp.generalbusinessgame.test:layout_constraintWidth_min}</code></td><td></td></tr>,2
fyp.generalbusinessgame:listItemLayout}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#spinnerDropDownItemStyle},2
fyp.generalbusinessgame:tickMarkTint}</code></td><td></td></tr>,2
fyp.generalbusinessgame:color}</code></td><td></td></tr>,2
fyp.generalbusinessgame:listChoiceBackgroundIndicator,2
fyp.generalbusinessgame:autoSizeMaxTextSize}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#layout_scrollFlags},2
fyp.generalbusinessgame.test:layout_constraintGuide_percent,2
fyp.generalbusinessgame.R.attr#windowActionBarOverlay},2
fyp.generalbusinessgame:titleMargins,2
fyp.generalbusinessgame.R.attr#metaButtonBarButtonStyle},2
fyp.generalbusinessgame.R.attr#state_above_anchor},2
fyp.generalbusinessgame:scrimVisibleHeightTrigger,2
removal,2
fyp.generalbusinessgame.R.attr#iconTintMode},2
fyp.generalbusinessgame.R.attr#tabPadding},2
fyp.generalbusinessgame.R.attr#hideOnContentScroll},2
fyp.generalbusinessgame:titleTextColor}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#bnbBackgroundColor},2
fyp.generalbusinessgame:cardCornerRadius,2
main,2
fyp.generalbusinessgame.test.R.attr#layout_goneMarginEnd},2
fyp.generalbusinessgame:hintEnabled}</code></td><td></td></tr>,2
fyp.generalbusinessgame:actionViewClass}</code></td><td></td></tr>,2
fyp.generalbusinessgame:tabTextAppearance,2
fyp.generalbusinessgame.R.attr#panelBackground},2
fyp.generalbusinessgame:collapsedTitleGravity,2
fyp.generalbusinessgame.R.attr#fontProviderCerts},2
fyp.generalbusinessgame.R.attr#toolbarId},2
fyp.generalbusinessgame.R.attr#fabSize},2
fyp.generalbusinessgame:tint}</code></td><td></td></tr>,2
fyp.generalbusinessgame:state_collapsible}</code></td><td></td></tr>,2
fyp.generalbusinessgame.R.attr#foregroundInsidePadding},2
fyp.generalbusinessgame.test:layout_constraintHorizontal_chainStyle}</code></td><td></td></tr>,2
fyp.generalbusinessgame.test:layout_goneMarginBottom}</code></td><td></td></tr>,2
fyp.generalbusinessgame:windowFixedWidthMajor,2
fyp.generalbusinessgame.test.R.attr#layout_constraintStart_toStartOf},2
fyp.generalbusinessgame:expandedTitleMarginStart,2
fyp.generalbusinessgame.R.attr#arrowShaftLength},2
On,2
fyp.generalbusinessgame.R.attr#contentPaddingTop},2
fyp.generalbusinessgame.R.attr#dialogPreferredPadding},2
fyp.generalbusinessgame:colorError,2
fyp.generalbusinessgame:actionBarSize}</code></td><td></td></tr>,2
fyp.generalbusinessgame:searchHintIcon,2
fyp.generalbusinessgame:rippleColor,2
fyp.generalbusinessgame:showTitle}</code></td><td></td></tr>,2
